,suburb,rented_price_2017,rented_price,rented_price_2019,rented_price_2020,rented_price_2021,rented_price_2022,rented_price_2023,rented_price_2024,pred_2025,pred_2026,pred_2027,model,confidence
981,Alphington,665.3571428571429,605.7446808510638,673.2115384615385,655.4166666666666,642.0,616.8055555555555,748.8461538461538,668.4615384615385,882.7508354742313,946.69715600193,1004.616796543909,lr,low
982,Altona Meadows,360.6105610561056,374.55965909090907,381.2012987012987,383.7328990228013,394.38337801608577,435.8702064896755,461.4021164021164,467.1171171171171,606.906831153904,647.0732462001865,683.5315900319006,lr,high
983,Altona North,428.5897435897436,451.0688259109312,469.81081081081084,500.1507537688442,486.18257261410787,517.811320754717,594.1369047619048,610.875,792.1499433909344,870.1186505437781,950.9157344879436,lr,high
984,Anakie,485.0,673.3333333333334,633.3333333333334,716.6666666666666,550.0,472.5,570.0,520.0,-7235.362821365676,-7181.782238049276,-7092.566595851084,lr,low
985,Ancona,275.0,,,300.0,,,,,,,,lr,
986,Anglesea,426.3529411764706,421.8636363636364,458.9024390243902,488.7837837837838,604.2105263157895,606.8421052631579,647.5,655.3125,656.386503799717,669.4058887386507,683.5976580535598,lr,low
987,Ararat,274.3098591549296,288.13653136531366,336.9407894736842,304.3456375838926,318.0888030888031,352.48275862068965,384.5222929936306,414.1101694915254,377.4897807044622,400.9835730362606,426.5215730950731,lr,high
988,Ardeer,334.2435897435897,354.07142857142856,363.14814814814815,349.8979591836735,364.6279069767442,365.40983606557376,416.0869565217391,489.375,374.7092491657663,373.471881564099,372.9623652864575,lr,high
989,Ardmona,270.0,320.0,350.0,250.0,,370.0,,,355.05817849477694,355.0581784947751,355.0581784947732,lr,low
990,Argyle (Vic.),250.0,241.25,295.0,300.0,,470.0,500.0,365.0,415.5172752997423,415.51954105503376,415.5210584231788,lr,low
991,Armadale (Vic.),641.0743801652893,626.3196721311475,635.531914893617,660.1919191919192,691.0714285714286,700.7142857142857,650.5882352941177,650.9615384615385,-230.2947867193725,-420.67971859592944,-628.9700611333828,lr,high
992,Armstrong,230.0,,,,,,550.0,,559.561792263747,559.561792263747,559.561792263747,lr,low
993,Ascot (Ballarat - Vic.),467.5,320.0,350.0,336.6666666666667,420.0,430.0,463.3333333333333,,569.8516480375699,607.1119911687992,647.4018958834145,lr,low
994,Ascot (Greater Bendigo - Vic.),350.1923076923077,341.2903225806452,386.8918918918919,390.0,430.6818181818182,448.0952380952381,493.3333333333333,507.72727272727275,467.1272084639298,466.47955979883335,461.1713651814953,lr,low
995,Ascot Vale,572.6631578947369,572.4489795918367,600.7191780821918,599.780612244898,569.5983606557377,580.4586466165414,688.8,668.125,606.6710355620598,604.8814099720912,618.2102315454977,lr,high
996,Ashburton,570.7802197802198,611.3947368421053,591.2352941176471,611.7281553398059,564.4242424242424,663.6,595.7547169811321,714.6428571428571,675.0085989134204,648.7275786419923,618.0540260433336,lr,high
997,Aspendale,508.72093023255815,508.93150684931504,545.7894736842105,582.6582278481013,615.5714285714286,670.9166666666666,677.2727272727273,692.7777777777778,657.1526425333388,670.4578878384243,681.2266022687329,lr,high
998,Aspendale Gardens,512.4920634920635,536.9444444444445,536.5686274509804,593.4677419354839,568.5,624.0,671.1290322580645,715.7142857142857,596.5259988718344,603.7136046328042,611.4464909882199,lr,high
999,Attwood,428.8181818181818,460.2631578947368,433.75,452.25,488.05555555555554,483.6363636363636,625.9090909090909,474.0,432.1835529885229,388.7412400711746,346.89050411073185,lr,low
1000,Avalon,583.3333333333334,653.3333333333334,,,700.0,,850.0,,676.2809553199834,676.2881692023211,676.295483565586,lr,low
1001,Avenel,292.14285714285717,317.5,372.27272727272725,309.11764705882354,319.2307692307692,308.57142857142856,460.0,464.5,421.0094096345537,428.8393871626478,437.1392742770669,lr,low
1002,Avoca (Vic.),255.0,261.3333333333333,302.72727272727275,315.6666666666667,558.0,414.0,340.0,300.0,148.93816622669874,136.4763610525788,117.6446091340049,lr,low
1003,Avondale Heights,411.1923076923077,454.93197278911566,437.6271186440678,453.8974358974359,446.85340314136124,488.9788732394366,562.9133858267717,541.8965517241379,900.470662287582,957.5920515745966,983.2026327275672,lr,high
1004,Avonsleigh,439.54545454545456,513.75,460.0,440.0,513.3333333333334,487.5,540.0,606.6666666666666,593.7107424643273,605.8806523286294,615.683777452984,lr,low
1005,Axe Creek,335.0,,275.0,445.0,,750.0,500.0,800.0,1086.1948094775762,1086.1922785203378,1086.189441396852,lr,low
1006,Axedale,307.5,276.25,406.25,386.6666666666667,580.0,626.6666666666666,558.75,,859.9832491898269,793.7492082085364,713.0504778038312,lr,low
1007,Bacchus Marsh,339.58677685950414,360.81081081081084,368.3925925925926,387.88421052631577,409.7647058823529,434.8087431693989,440.1388888888889,478.5542168674699,-623.0723031710404,-937.3724742134908,-1253.9234853371363,lr,high
1008,Baddaginnie,325.0,343.3333333333333,260.0,315.0,367.5,380.0,400.0,450.0,386.09071634640384,387.328371944481,388.59432092109535,lr,low
1009,Badger Creek,393.0,300.0,355.0,408.0,513.3333333333334,455.0,476.0,525.0,332.1219704362393,293.68679750031333,266.5344512522406,lr,low
1010,Bagshot,330.0,322.0,320.0,,550.0,470.0,540.0,507.0,484.6072482712785,469.5803074330044,450.3465587534348,lr,low
1011,Bairnsdale,296.06643356643355,302.07253886010363,309.3987341772152,322.48366013071893,359.94897959183675,404.64646464646466,436.08910891089107,439.3162393162393,1305.5937630267435,1699.2052318871756,2127.931628089664,lr,high
1012,Bakery Hill,285.0,335.3333333333333,349.375,292.5,319.44444444444446,333.125,397.85714285714283,420.0,134.7680981178437,15.314619389120708,-125.89761377113064,lr,low
1013,Balaclava (Vic.),619.5833333333334,670.7142857142857,702.5111111111111,654.2950819672132,572.5510204081633,621.5,595.625,691.1111111111111,643.1144793820023,649.250887838402,654.3090913944947,lr,low
1014,Balintore,276.0,280.0,280.0,,,,,,,,,lr,
1015,Ballan,329.60526315789474,336.48148148148147,362.5,376.9047619047619,383.1707317073171,393.4375,444.8076923076923,466.07142857142856,395.63228984365327,397.6622590638379,399.69991602069007,lr,low
1016,Ballarat Central,316.986301369863,315.62080536912754,370.45045045045043,373.58843537414964,377.27272727272725,413.644578313253,475.1111111111111,420.1923076923077,428.4638932483142,428.8982061757061,427.5387345259794,lr,high
1017,Ballarat East,291.8931623931624,302.15346534653463,316.63316582914575,336.88212927756655,356.0755813953488,368.36538461538464,393.36842105263156,401.2037037037037,-4263.614966035802,-4590.234682715709,-4931.342637856676,lr,high
1018,Ballarat North,299.6666666666667,308.1111111111111,331.15384615384613,341.7,371.4102564102564,400.0,415.5952380952381,441.875,593.4423528100879,640.2386028820965,690.8914651437372,lr,high
1019,Balliang,240.0,355.0,,305.0,595.0,,,,590.0,590.0,590.0,lr,low
1020,Balmoral (Vic.),200.0,,,950.0,,,,,,,,lr,
1021,Balnarring,511.6666666666667,533.5882352941177,572.6,548.6363636363636,533.3333333333334,600.0,521.25,,-248.77020977400207,-267.24404825814054,-286.534489829166,lr,low
1022,Balnarring Beach,420.0,,360.0,,375.0,,,,375.0,375.0,375.0,lr,low
1023,Balwyn,619.5290697674419,655.78125,633.4935897435897,658.1016042780749,655.4166666666666,628.1779661016949,694.7340425531914,696.6363636363636,679.749189821689,679.5581656357176,679.7928507245165,lr,high
1024,Balwyn North,610.7142857142857,603.716049382716,623.9470404984423,653.4662756598241,617.940366972477,667.1111111111111,664.9154228855722,655.4903846153846,686.3975994825742,706.9905090131506,724.1481958974764,lr,high
1025,Bamawm,200.0,217.14285714285714,224.0,,,,,,,,,lr,
1026,Bandiana,375.8695652173913,388.0952380952381,437.0,389.0,425.45454545454544,460.0,510.0,505.0,715.3274569747721,807.1904799156903,906.0615211929944,lr,low
1027,Bannockburn (Vic.),385.15625,405.12820512820514,431.078431372549,438.8181818181818,429.35897435897436,484.8076923076923,506.55172413793105,540.75,562.6406981684913,596.0153183175637,631.5151753778218,lr,low
1028,Baranduda,372.95454545454544,375.9375,379.2307692307692,390.7843137254902,450.9756097560976,506.30434782608694,550.7692307692307,586.25,467.8018144272714,439.4533185386458,402.3425362670933,lr,high
1029,Baringhup,276.25,271.6666666666667,,,,395.0,,,395.0,395.0,395.0,lr,low
1030,Baringhup West,235.0,,,,,,,,,,,lr,
1031,Barnawartha,306.25,313.3333333333333,291.6666666666667,377.5,412.0,340.0,396.6666666666667,403.75,585.7659087751948,635.9338042241985,690.3561235023168,lr,low
1032,Baromi,277.5,290.0,,,310.0,,630.0,,276.561207794495,276.6497052919826,276.7357237700651,lr,low
1033,Baxter,398.6842105263158,403.0769230769231,425.94736842105266,474.0833333333333,555.3846153846154,573.0,584.2857142857143,625.0,362.9889441977784,317.9386947357443,266.1720768466994,lr,low
1034,Bayles,724.0,587.0,450.0,420.0,,,800.0,,800.0,800.0,800.0,lr,low
1035,Bayswater (Vic.),399.60661764705884,418.2340425531915,424.7072072072072,429.6,460.4634146341463,479.0,526.0457516339869,590.546875,1183.6403917989503,1193.3891981504987,1203.0426996957488,lr,high
1036,Bayswater North,346.3636363636364,415.8333333333333,393.6363636363636,332.5,415.8333333333333,410.0,445.0,430.0,899.4743007298057,893.141843803538,886.3318364038387,lr,low
1037,Beaconsfield (Vic.),436.42857142857144,426.7692307692308,416.5842696629214,465.4731182795699,479.36619718309856,546.9852941176471,579.0666666666667,601.1363636363636,549.7637123644308,566.9619860820603,584.5552853967783,lr,high
1038,Bearii,232.5,220.0,,,,,,,,,,lr,
1039,Beaufort (Vic.),254.21052631578948,292.2916666666667,314.4117647058824,312.5,315.0,390.3125,360.0,390.0,435.2368339341515,460.60868107951774,486.2199942944092,lr,low
1040,Beaumaris (Vic.),680.5963302752293,651.1570247933885,701.8467741935484,660.0535714285714,649.3522727272727,636.5441176470588,605.6603773584906,670.0,656.909843816742,654.1721508112905,651.1046123721209,lr,high
1041,Beech Forest,210.0,,,,350.0,,,,350.0,350.0,350.0,lr,low
1042,Beechworth,334.24242424242425,334.27272727272725,355.1923076923077,372.26190476190476,427.0833333333333,471.5192307692308,472.3076923076923,532.9310344827586,451.12054568662137,453.6169200369554,456.3931098225175,lr,low
1043,Belgrave,455.69767441860466,513.1944444444445,458.04347826086956,514.5454545454545,518.5714285714286,548.4090909090909,601.1538461538462,585.0,602.4075128833683,594.260674040288,572.9141896552937,lr,low
1044,Belgrave Heights,369.375,487.77777777777777,485.0,452.0,600.0,585.8333333333334,,,566.0895367439862,566.0895371706365,566.0895376506587,lr,low
1045,Belgrave South,382.5,387.0,559.2857142857143,554.1666666666666,564.4444444444445,570.0,,750.0,584.5338593065057,584.5415184694002,584.5501573954798,lr,low
1046,Bell Park,334.95283018867923,340.0,364.578313253012,388.4415584415584,387.11538461538464,449.1304347826087,471.3636363636364,483.2142857142857,-6959.742045805964,-9983.33393522672,-13281.391596726316,lr,high
1047,Bell Post Hill,348.6407766990291,358.2911392405063,380.3225806451613,394.26229508196724,420.4320987654321,444.8076923076923,460.6060606060606,501.42857142857144,-138.96512634725514,-395.2996085988125,-677.0579495131897,lr,high
1048,Bellbrae,446.6666666666667,526.0,525.8333333333334,553.75,850.0,542.5,638.3333333333334,,571.2078869285692,522.5513514787804,467.3512779549383,lr,low
1049,Bellbridge,280.0,395.0,370.0,383.3333333333333,385.0,,515.0,450.0,789.7277264850054,874.8929560650213,973.194842250894,lr,low
1050,Belmont (Vic.),355.67397260273975,371.59183673469386,388.26726726726724,398.47262247838614,438.96407185628743,479.6848874598071,518.159169550173,491.3736263736264,703.3504482648277,755.7052973377286,802.1562609715329,lr,high
1051,Bendigo,336.2531328320802,393.78409090909093,388.040293040293,397.64285714285717,399.537037037037,441.1576354679803,475.59090909090907,483.1,452.6223345533426,429.567182105151,399.14649996279786,lr,high
1052,Bentleigh,590.829596412556,646.1302521008404,624.2688679245283,641.7118644067797,656.4324324324324,699.5202702702703,661.9770992366413,622.3863636363636,5512.066476266831,6650.931761804968,7294.755665970966,lr,high
1053,Bentleigh East,544.6187214611872,577.7631578947369,583.8729016786571,587.1475409836065,592.0824742268042,622.9863481228668,613.6008968609865,638.4862385321101,575.492922712263,566.4921743850282,561.4908239656652,lr,high
1054,Berwick,421.09283625730995,427.0777166437414,427.18333333333334,441.8606965174129,482.36240310077517,526.168016194332,571.2054120541205,562.3283261802575,473.8531954397986,445.87796264037024,418.77620941383793,lr,high
1055,Bethanga,500.0,,,,,,,,,,,lr,
1056,Beveridge,424.1666666666667,389.72222222222223,390.2439024390244,427.2,410.74242424242425,432.6056338028169,473.105,457.0625,-12825.936443272978,-17233.38402822055,-21523.257345587943,lr,high
1057,Big Hill (Greater Bendigo - Vic.),350.0,260.0,404.0,500.0,420.0,,540.0,,276.9848476379435,276.99009076351115,276.994676620384,lr,low
1058,Big Hill (Surf Coast - Vic.),295.0,,,,,,,,,,,lr,
1059,Birchip,245.0,175.0,175.0,215.0,220.0,,390.0,,6908240635241.547,8908307393422.367,11466711689227.352,lr,low
1060,Birdwoodton,355.0,320.0,,260.0,,,450.0,400.0,450.0,450.0,450.0,lr,low
1061,Birregurra,280.0,285.0,290.0,333.75,428.57142857142856,405.7142857142857,547.5,,542.2815804083361,565.8808706165723,591.6186761691274,lr,low
1062,Bittern,395.38461538461536,440.39473684210526,471.6666666666667,405.8333333333333,485.0,490.35714285714283,502.0,955.0,6098.438246931764,7548.993989928567,8818.808571505331,lr,low
1063,Black Hill (Vic.),313.38709677419354,310.0,324.3333333333333,343.75,362.5,435.0,,,12390.31682622953,12385.259496581835,12377.16013201652,lr,low
1064,Black Range (Vic.),320.0,,,,,,,,,,,lr,
1065,Black Rock (Vic.),646.2222222222222,630.1020408163265,597.0,567.575,658.2258064516129,535.1785714285714,621.7741935483871,666.7647058823529,-60.68281469122485,-243.2057539404377,-416.9676231202393,lr,low
1066,Blackburn,401.42857142857144,372.5,,407.5,406.6666666666667,500.0,586.2,615.0,731.017203945029,817.2167315633078,905.7745486100456,lr,low
1067,Blackburn South,479.5419847328244,482.4866666666667,477.59055118110234,497.34166666666664,524.5869565217391,516.12,558.0919540229885,661.8333333333334,560.3721054179128,575.8321346069955,592.8273240489056,lr,high
1068,Blackwood (Vic.),302.3333333333333,305.5,420.0,397.5,380.0,,,400.0,385.6893618302804,385.6893618302804,385.6893618302803,lr,low
1069,Blairgowrie,418.87719298245617,445.438202247191,439.8382352941176,498.7164179104478,532.3913043478261,650.5882352941177,635.1136363636364,622.1363636363636,580.0384364439954,582.7666694082425,588.5416006884625,lr,low
1070,Blind Bight,342.0,415.0,374.5,382.22222222222223,402.5,722.5,563.3333333333334,500.0,950.5775758449736,1072.0735914487786,1193.357016504567,lr,low
1071,Boisdale,315.0,280.0,,350.0,,,,,,,,lr,
1072,Bolwarra (Vic.),242.5,198.0,190.0,450.0,,,380.0,,380.0,380.0,380.0,lr,low
1073,Bona Vista,320.0,333.3333333333333,,,,,,,,,,lr,
1074,Bonbeach,474.6666666666667,486.8292682926829,484.367816091954,545.6455696202531,536.6,574.8611111111111,599.8275862068965,648.7058823529412,676.3493877978358,710.9284051692662,743.7774375585418,lr,low
1075,Bonegilla,363.3333333333333,,,,,,,950.0,,,,lr,
1076,Bonnie Doon (Vic.),302.5,342.5,360.0,367.0,407.5,,700.0,650.0,454.1564580134532,454.15628058790617,454.1560690296419,lr,low
1077,Bonshaw (Vic.),270.0,330.0,365.5,406.25,421.0851063829787,451.6666666666667,486.7142857142857,482.79411764705884,780.9461393110473,818.3871222609746,832.8080629288092,lr,high
1078,Boolarra,271.25,280.0,316.0,302.0,338.3333333333333,356.875,450.0,437.14285714285717,435.8305929463058,453.71861818222806,472.3520865139444,lr,low
1079,Boorhaman,295.0,,,,,,,,,,,lr,
1080,Boronia,399.90521327014216,412.5875486381323,428.06490384615387,428.8587896253602,505.987146529563,521.4084158415842,562.0038314176245,591.3947368421053,554.7748986673396,571.3157199343186,589.7134132014471,lr,high
1081,Botanic Ridge,495.5882352941176,527.5,459.6601941747573,479.90909090909093,503.0,586.3333333333334,577.4444444444445,677.3809523809524,588.4578718909521,609.1352266123682,629.6088284221651,lr,high
1082,Box Hill (Vic.),514.5948275862069,548.775641025641,554.6241134751773,548.8243243243244,542.9207920792079,560.3666666666667,623.4166666666666,617.5454545454545,565.7167299614073,567.0283684733772,566.0027710709419,lr,high
1083,Box Hill North,484.4306930693069,511.1387755102041,518.1615384615385,532.8701298701299,503.3825136612022,536.1304347826087,603.5735294117648,664.8484848484849,490.9871953381432,451.5608853134548,407.158407071964,lr,high
1084,Box Hill South,500.06779661016947,502.3057851239669,514.8582089552239,528.68,548.525974025974,542.6181818181818,602.704081632653,690.4,611.4162017480983,622.8869076434808,631.9858924130644,lr,high
1085,Branxholme,270.0,275.7142857142857,230.0,,320.0,295.0,,,-207.484936755901,-207.48493678990667,-207.48493682861977,lr,low
1086,Breakwater,303.5,303.96,339.5652173913044,330.8333333333333,381.6666666666667,424.6666666666667,442.14285714285717,405.0,449.1635539106092,469.1752453648335,489.8724291615781,lr,low
1087,Breamlea,432.75,,493.3333333333333,466.6666666666667,420.0,,,,420.0,420.0,420.0,lr,low
1088,Briagolong,270.0,302.6923076923077,280.0,374.44444444444446,275.0,296.6666666666667,430.0,,644.4289059647749,735.2991830515707,825.6355779263085,lr,low
1089,Bright (Vic.),360.0,377.09302325581393,381.1363636363636,388.3333333333333,478.57142857142856,538.75,565.5555555555555,600.0,604.9291571333843,625.658669540464,651.8429481360008,lr,low
1090,Brighton (Vic.),592.3693379790941,599.425352112676,624.841628959276,612.31330472103,588.6163522012579,582.2302158273382,607.0933333333334,589.056338028169,730.481762742842,761.3152525368641,789.0769214404718,lr,high
1091,Brighton East,614.198275862069,597.3716475095786,627.6666666666666,611.7149122807018,679.8859060402684,633.4416666666667,570.5333333333333,589.1833333333333,820.0100262175547,883.2458775040868,941.2597376340128,lr,high
1092,Broadmeadows (Vic.),376.6666666666667,,320.0,372.5,,370.0,410.0,,501.4582334116802,501.4679722551765,501.4798358216253,lr,low
1093,Broadwater (Vic.),440.0,,,,,,,,,,,lr,
1094,Brookfield (Vic.),334.1666666666667,344.1666666666667,338.0,330.0,349.0,520.5,380.0,,359.1857025481934,363.3715664174249,364.79926635927154,lr,low
1095,Brooklyn (Vic.),367.77777777777777,,,400.0,,,,,,,,lr,
1096,Brown Hill (Vic.),319.6268656716418,331.55405405405406,369.5689655172414,382.32394366197184,422.90909090909093,439.11764705882354,434.1666666666667,400.5263157894737,11.972572892263996,-81.84302604885306,-181.56949602326492,lr,low
1097,Brunswick (Vic.),552.5,790.0,550.0,700.0,492.0,708.125,835.0,675.0,-20428.33493621275,-25933.25710399821,-31136.42005243897,lr,low
1098,Brunswick West,525.4310344827586,564.6857142857143,613.266129032258,580.2614379084968,580.0131578947369,605.7433628318585,646.3513513513514,657.8301886792453,705.8327736312567,743.9694407736861,781.6832949657219,lr,high
1099,Bruthen,306.5,263.0,294.375,284.0,341.8181818181818,350.0,478.0,422.0,363.5393354145217,371.8059378420435,381.321743857045,lr,low
1100,Bullaharre,225.0,,,240.0,,,,,,,,lr,
1101,Bullarto,700.0,275.0,275.0,275.0,,,,,,,,lr,
1102,Bulleen,508.1241379310345,507.96875,527.577380952381,543.5661375661375,561.2015503875969,586.5206611570248,644.5360824742268,688.4615384615385,577.2607982872369,580.6016329403978,582.5930484355631,lr,high
1103,Bullengarook,550.0,,435.0,530.0,380.0,420.0,,,396.8421052614812,396.8421052610361,396.84210526058223,lr,low
1104,Buln Buln,270.0,290.0,,500.0,,,600.0,,587.0250971149226,587.0250971149226,587.0250971149226,lr,low
1105,Bunbartha,357.5,,649.0,,,,,,,,,lr,
1106,Bundalong,405.0,403.1818181818182,324.2857142857143,438.3333333333333,377.14285714285717,429.375,486.0,468.3333333333333,-674.1201150855886,-986.991124739512,-1351.631297464668,lr,low
1107,Bundoora (Vic.),422.53395061728395,440.25577557755776,446.9603803486529,454.6841155234657,487.4677914110429,499.65682137834034,536.9808743169399,570.895061728395,492.9836674469061,488.80094432375313,486.5825582526493,lr,high
1108,Bungaree (Vic.),250.0,,,371.6666666666667,390.0,430.0,430.0,,367.2623769566808,352.7083083223929,338.2149478799611,lr,low
1109,Buninyong,370.4054054054054,370.4761904761905,382.96875,451.4516129032258,435.5,440.22727272727275,605.0,465.5,-90.66354508464428,-403.56879912702425,-747.7902889251709,lr,low
1110,Burnside (Vic.),404.83870967741933,431.7241379310345,437.94117647058823,461.6034482758621,436.5625,464.5238095238095,492.32142857142856,563.8461538461538,-3933.211480774822,-5114.974224421901,-6207.889678702028,lr,low
1111,Burnside Heights,416.2328767123288,434.375,442.6623376623377,444.7846153846154,444.0948275862069,463.0,489.89473684210526,529.05,511.8811264199835,529.7503874603506,548.0350696717765,lr,high
1112,Burrumbeet,240.0,,,,,,,,,,,lr,
1113,Burwood (Vic.),519.780701754386,530.1957295373666,548.2057761732852,558.9605263157895,529.7513812154696,572.4020618556701,607.2395833333334,662.927536231884,777.7685492499731,850.9138326650427,927.714359145204,lr,high
1114,Burwood East,461.5495867768595,482.3696682464455,485.8836206896552,498.1484375,487.706106870229,550.1954545454546,610.5769230769231,624.3837209302326,659.3729293352201,699.4513403507142,736.3572890079911,lr,high
1115,Bushfield,405.7142857142857,311.25,500.0,392.5,420.0,536.6666666666666,,440.0,480.8175296520494,480.8168171429861,480.81614897749387,lr,low
1116,Buxton (Vic.),330.0,303.3333333333333,337.5,373.3333333333333,385.0,365.0,450.0,500.0,1473.3648489461991,1548.6703264246462,1633.2516636194523,lr,low
1117,Byaduk North,260.0,,,,,,,,,,,lr,
1118,Cabbage Tree Creek,185.0,185.0,,205.0,,,,,,,,lr,
1119,Cairnlea,246.66666666666666,254.0,320.0,370.0,175.0,630.0,,,848.8525937499863,848.8521457323478,848.8517217359179,lr,low
1120,Caldermeade,500.0,350.0,425.0,,400.0,,,,400.0,400.0,400.0,lr,low
1121,California Gully,272.1904761904762,286.64772727272725,299.9193548387097,316.9512195121951,365.234375,380.7692307692308,433.59375,436.875,486.8850879494926,534.3268542472947,585.4879850013949,lr,high
1122,Callignee,318.3333333333333,290.0,290.0,,343.3333333333333,380.0,465.0,375.0,733.1725063980093,847.9399529064876,967.4888489111408,lr,low
1123,Camberwell (Vic.),663.1775700934579,662.484375,669.1386138613861,672.2403433476395,642.283950617284,668.6263736263736,635.8502994011976,676.9186046511628,957.509448384866,1062.4910214404226,1160.885820660682,lr,high
1124,Campbellfield,347.41379310344826,403.0882352941176,394.468085106383,403.0208333333333,383.6388888888889,420.17021276595744,446.69444444444446,497.5925925925926,432.79496559038125,394.40348661700045,350.1656171047607,lr,low
1125,Camperdown (Vic.),262.5,267.8804347826087,295.6024096385542,312.53846153846155,375.4406779661017,346.41509433962267,402.6744186046512,448.0769230769231,418.8893200366283,438.2726534543217,457.002872888389,lr,high
1126,Canadian,306.7647058823529,325.7142857142857,300.0,375.0,435.0,340.0,410.0,360.0,462.91420420875454,469.2927469224306,475.4410695675522,lr,low
1127,Cannons Creek,390.0,375.8333333333333,352.5,495.8333333333333,330.0,400.0,,650.0,458.57006718891125,458.586609331444,458.6031226788395,lr,low
1128,Canterbury (Vic.),710.0,477.5,552.5,470.0,513.3333333333334,491.0,716.6666666666666,,-665.2720583951232,-1065.5201731759223,-1445.305498990907,lr,low
1129,Cape Bridgewater,350.0,450.0,280.0,464.0,,530.0,,,530.0,530.0,530.0,lr,low
1130,Cape Paterson,452.60493827160496,511.3666666666667,444.71153846153845,375.5844155844156,492.4107142857143,515.253164556962,496.37931034482756,435.90909090909093,523.3364718902753,530.5371616307921,537.8491000848726,lr,high
1131,Cape Woolamai,313.203125,330.57471264367814,346.2526315789474,431.4732142857143,402.0689655172414,433.57142857142856,464.0566037735849,446.875,428.1949362602732,432.0775787368466,436.7979282656639,lr,high
1132,Capel Sound,358.0,355.515873015873,369.46043165467626,378.57142857142856,435.703125,501.58653846153845,528.6734693877551,544.0425531914893,359.67207517487986,322.2808632549768,297.0791372020576,lr,high
1133,Cardigan,353.8888888888889,385.55555555555554,391.0,406.2903225806452,456.25,440.0,466.3636363636364,486.3157894736842,340.8126895403652,309.08882576620726,272.36106739127854,lr,low
1134,Cardigan Village,370.0,440.0,,600.0,440.0,,,,418.12804125116736,418.12804125116736,418.12804125116736,lr,low
1135,Cardinia,600.0,500.0,446.6666666666667,470.0,495.0,528.3333333333334,526.6666666666666,700.0,433.8306658126162,411.5540324182693,387.4476873889093,lr,low
1136,Cardross,190.0,230.0,303.3333333333333,370.0,850.0,,700.0,,526.377777585054,526.377777585054,526.377777585054,lr,low
1137,Carisbrook,255.83333333333334,288.75,280.0,330.0,360.0,,387.77777777777777,330.0,74.1465466736554,74.14699145338454,74.14690033816441,lr,low
1138,Carlsruhe,525.0,,,,,,,,,,,lr,
1139,Carlton (Vic.),628.2795698924731,605.341935483871,632.3823529411765,608.6993865030674,621.065934065934,588.2773109243698,606.418918918919,637.1971830985915,500.8535167707757,466.2703240526238,431.364865088305,lr,high
1140,Carlton North,618.6106194690266,635.3863636363636,638.5658914728682,656.2755102040817,659.0845070422536,655.8695652173913,637.5657894736842,701.2765957446809,579.2516150705225,560.5628532053903,540.7987252457995,lr,high
1141,Caroline Springs,416.35844155844154,434.2976406533575,438.8702163061564,445.6105476673428,439.47529812606473,462.4943396226415,495.2891891891892,527.8787878787879,523.3599841102186,550.8080537406422,579.8032529153861,lr,high
1142,Carrum,432.3015873015873,440.75324675324674,434.6808510638298,477.93939393939394,500.0,533.8888888888889,555.1923076923077,743.1666666666666,533.8834015887048,534.4105702865796,535.1875617573916,lr,low
1143,Caulfield,719.8387096774194,669.9268292682926,662.8809523809524,653.25,647.1428571428571,601.6666666666666,548.8,660.0,-210.46672955077884,-327.87928226848453,-419.4022365921228,lr,low
1144,Caulfield North,592.5,619.1031746031746,676.6460176991151,636.8426966292135,591.8923076923077,672.8048780487804,614.1132075471698,599.1666666666666,703.2974784857427,738.4963731984692,776.7820374463583,lr,high
1145,Caulfield South,610.0,574.0,685.0,558.75,493.3333333333333,505.0,500.0,,497.5416253910232,500.4543293400941,504.5291789963037,lr,low
1146,Cavendish,200.0,220.0,304.0,325.0,,,,,,,,lr,
1147,Chadstone,486.3286713286713,503.36842105263156,498.6768292682927,507.4842767295597,482.0054347826087,531.1071428571429,620.8870967741935,632.1153846153846,1017.9079664746614,1148.7269870211376,1266.059703833217,lr,high
1148,Charlemont,650.0,469.6666666666667,405.0,416.26666666666665,445.6578947368421,478.75,506.15384615384613,505.3448275862069,479.9814759679239,482.22976397358286,484.6616635910011,lr,high
1149,Charlton (Vic.),260.0,231.66666666666666,202.0,211.42857142857142,381.6666666666667,348.3333333333333,436.6666666666667,490.0,289.3291909829386,288.0759571554372,285.98312201552835,lr,low
1150,Chelsea,452.125,474.40860215053766,463.25,515.75,496.9491525423729,521.6829268292682,645.8928571428571,602.6190476190476,480.0767786848746,409.3150854714122,341.6153721464443,lr,high
1151,Chelsea Heights,453.9655172413793,467.14285714285717,446.9736842105263,478.64864864864865,516.7948717948718,550.2380952380952,622.5,676.1538461538462,1096.514477693447,1266.218413993396,1433.7846583846294,lr,low
1152,Cheltenham (Vic.),537.3660130718954,545.6498516320474,574.198606271777,570.1830985915493,566.6964285714286,584.4398340248963,667.3275862068965,654.0357142857143,852.7157921971811,955.2014232903166,1050.7972875612031,lr,high
1153,Chewton,331.94444444444446,340.0,336.5,320.0,440.6666666666667,380.0,498.0,591.6666666666666,401.1525139286596,394.3585864698412,386.3596903524881,lr,low
1154,Chiltern,259.1666666666667,276.0,323.3333333333333,283.2857142857143,293.4,347.0,406.8,625.0,389.4725996905953,403.7843428579041,419.3096303530457,lr,low
1155,Chintin,450.0,,,,,,,,,,,lr,
