postcode,price/income
3424,0.17512715520635536
3623,0.22706474690074083
3527,0.22804052162735639
3379,0.23861794917269644
3494,0.24514458902842917
3287,0.25478684686753555
3802,0.26098315439886705
3315,0.27418444218842186
3579,0.2770403309710268
3482,0.2777882150396937
3330,0.2781060868971458
3409,0.27984674695879214
3312,0.2811671408219792
3419,0.2937616797009832
3002,0.29507938565256203
3266,0.29932256574487714
3453,0.303120329756388
3964,0.3033717490567843
3318,0.30352330394499316
3304,0.30459773589047745
3341,0.30874086315323107
3140,0.3101826686777757
3122,0.31027382305815054
3522,0.31218390453909584
3637,0.31304741875233016
3636,0.3201621328148832
3618,0.3214978658234944
3380,0.3244174137981956
3300,0.33156930429445264
3874,0.3356029266810991
3414,0.33653467152557687
3501,0.3393757134326805
3184,0.33967330000595886
3057,0.34023874592761394
3400,0.3435612105721493
3825,0.34415799170669525
3418,0.3453842560410101
3360,0.34872195125427824
3480,0.3504125849847116
3351,0.35378313321900556
3013,0.3563068492025024
3844,0.35673506629872154
3441,0.3570813552698389
3181,0.3573015991922858
3733,0.3573670092581887
3218,0.3583530599196134
3505,0.3584902892041773
3144,0.3589391066703317
3531,0.3594906312278388
3123,0.3599434680336229
3490,0.3602559612678655
3916,0.36039768437806574
3761,0.3604537289399819
3065,0.3615861790010659
3707,0.3621996185968227
3015,0.36236689711718406
3621,0.3624060492091774
3719,0.3626211119865996
3185,0.3632364243983579
3078,0.36339901804710834
3377,0.3638868353960769
3373,0.3645229010914658
3333,0.36462798059848
3735,0.3654158157730128
3087,0.36596272937409324
3142,0.3662477464975198
3820,0.36688209592315374
3143,0.3669252857603561
3207,0.36726906765959444
3363,0.3674778181195553
3966,0.36837998099752384
3641,0.3693214190280467
3070,0.3701179486340777
3585,0.37065329496340693
3141,0.37075232669313224
3854,0.37086296404783975
3896,0.3712011465408441
3799,0.37211945541953106
3268,0.37248589315440084
3182,0.37430933474283457
3055,0.37494808355383447
3056,0.37517693724962525
3847,0.37581994591904744
3146,0.37619052572701833
3132,0.3762506392356412
3822,0.37663546992848534
3028,0.3767280288051998
3902,0.37692393786340556
3272,0.37747246605239715
3390,0.3779139089052747
3039,0.37921502019916387
3427,0.37922936283050585
3350,0.3808832913035758
3356,0.3818363780024885
3121,0.3820373885151812
3342,0.38231977810302636
3610,0.3836054080848512
3163,0.3840856409854082
3205,0.384165384502301
3183,0.3841660114989722
3241,0.385968616399717
3358,0.38610980053760025
3250,0.3863845929107706
3677,0.3865441858785711
3040,0.3865760607727107
3788,0.3870608814195428
3335,0.3873715896948544
3764,0.38757535846967306
3067,0.3876588156389329
3085,0.3883704636113855
3629,0.38847658787005573
3066,0.3885340777682711
3960,0.3893993093250296
3396,0.3897043264244869
3690,0.3899260235139633
3512,0.3916984194258597
3071,0.3919070126346906
3145,0.39192985880557774
3595,0.3919397125065597
3331,0.39195431914858664
3337,0.392388662378604
3206,0.3925101874992356
3154,0.3925432597131626
3860,0.39281590955645085
3340,0.393805287728944
3237,0.39401757086721173
3012,0.3949144984547041
3965,0.39546674430616524
3093,0.3956202853325884
3737,0.39577347942658025
3024,0.3966483144850793
3260,0.39749478315320536
3236,0.39780620135631956
3850,0.3989570680012778
3079,0.40052564676063057
3198,0.40063999694117464
3194,0.40141491854493566
3795,0.4017252999763949
3630,0.40245902319382665
3747,0.4031872752819918
3004,0.4044761936142339
3361,0.4055143699770012
3381,0.40576314925205864
3162,0.40590369618506544
3217,0.40630939208926
3865,0.40701880103162735
3016,0.4077458269093916
3282,0.40779376284354235
3355,0.40786709456648473
3530,0.408512080940726
3032,0.4094573975803759
