,suburb,rented_price_2017,rented_price,rented_price_2019,rented_price_2020,rented_price_2021,rented_price_2022,rented_price_2023,rented_price_2024,pred_2025,pred_2026,pred_2027,model,confidence
63,Bell Post Hill,316.027397260274,311.0,328.6842105263158,366.30645161290323,388.3098591549296,417.46478873239437,452.6533333333333,464.46938775510205,416.1294117647059,416.1294117647059,416.1294117647059,0r,high
64,Bellbridge,325.0,310.0,,315.0,400.0,460.0,,,430.0,430.0,430.0,0r,low
65,Belmont (Vic.),322.6117318435754,328.87959866220734,348.25174825174827,357.6539589442815,389.26875,418.9918699186992,452.5261904761905,463.95299145299145,420.2843137254902,420.2843137254902,420.2843137254902,0r,high
66,Bena,260.0,420.0,,750.0,,710.7142857142857,,,710.7142857142857,710.7142857142857,710.7142857142857,0r,low
67,Bendigo,294.8670212765957,318.72246696035245,335.282722513089,346.6650485436893,377.78169014084506,406.95054945054943,448.7967914438503,469.5575221238938,399.2947103274559,399.2947103274559,399.2947103274559,0r,high
68,Bentleigh,460.8695652173913,500.52247191011236,485.8784403669725,478.5021186440678,469.78306878306876,504.877094972067,570.0945945945946,605.4979079497908,504.8837412587413,504.8837412587413,504.8837412587413,0r,high
69,Bentleigh East,496.60109289617486,497.412,513.6897196261682,509.0981067125646,491.25830258302585,543.9047619047619,586.9907407407408,607.1556420233463,530.5305602716469,530.5305602716469,530.5305602716469,0r,high
70,Berwick,393.39442815249265,399.90875912408757,394.72301425661914,390.4128686327078,428.0570719602978,462.1746361746362,514.2037037037037,568.2995594713657,469.8816925734024,469.8816925734024,469.8816925734024,0r,high
71,Beveridge,373.6363636363636,389.44444444444446,387.36842105263156,362.0,389.1666666666667,432.0967741935484,475.3030303030303,487.6865671641791,450.0,450.0,450.0,0r,low
72,Birchip,216.66666666666666,162.5,230.0,,230.0,,,,230.0,230.0,230.0,0r,low
73,Birdwoodton,392.5,,230.0,210.0,,,,,,,,0r,
74,Birregurra,427.4,237.5,294.375,303.3333333333333,357.5,370.0,455.1333333333333,416.0,428.73333333333335,428.73333333333335,428.73333333333335,0r,low
75,Bittern,362.8125,400.0,417.58620689655174,450.5882352941176,453.8095238095238,489.25925925925924,552.9166666666666,661.25,494.6875,494.6875,494.6875,0r,low
76,Black Hill (Vic.),267.6470588235294,227.77777777777777,280.0,360.0,280.0,380.0,326.6666666666667,,310.90909090909093,310.90909090909093,310.90909090909093,0r,low
77,Black Rock (Vic.),522.7232142857143,540.2752293577981,558.3269230769231,551.7730496453901,572.9,569.76,590.1428571428571,620.3731343283582,573.2567049808429,573.2567049808429,573.2567049808429,0r,high
78,Blackburn South,441.7549019607843,444.5108695652174,455.6796116504854,443.1034482758621,461.7866666666667,477.9296875,529.0,592.375,482.8931623931624,482.8931623931624,482.8931623931624,0r,high
79,Blairgowrie,417.0,402.4193548387097,423.55,438.9130434782609,511.25,588.75,623.0392156862745,697.8571428571429,587.3076923076923,587.3076923076923,587.3076923076923,0r,low
80,Blind Bight,390.0,373.3333333333333,361.6666666666667,356.25,400.0,480.625,462.5,550.0,464.2307692307692,464.2307692307692,464.2307692307692,0r,low
81,Boisdale,406.0,,,,,430.0,,,430.0,430.0,430.0,0r,low
82,Bonbeach,390.34901960784316,402.3658536585366,410.1875,427.9303278688525,424.7772277227723,477.2340425531915,536.925,597.3896103896104,473.43956043956047,473.43956043956047,473.43956043956047,0r,high
83,Bonnie Doon (Vic.),320.0,,340.0,385.0,415.0,,,490.0,415.0,415.0,415.0,0r,low
84,Bonshaw (Vic.),270.0,420.0,336.25,383.0,416.9230769230769,422.0,456.9230769230769,479.7916666666667,434.5161290322581,434.5161290322581,434.5161290322581,0r,low
85,Boolarra,291.1111111111111,272.5,310.0,237.5,400.0,370.0,526.8571428571429,480.0,466.9090909090909,466.9090909090909,466.9090909090909,0r,low
86,Boronia,359.41127348643005,375.5049504950495,381.3995901639344,387.34140969162996,429.6431784107946,440.14285714285717,483.6567901234568,509.038961038961,450.0800990916598,450.0800990916598,450.0800990916598,0r,high
87,Bostocks Creek,210.0,220.0,,,,,,,,,,0r,
88,Botanic Ridge,478.84615384615387,491.6666666666667,461.4516129032258,424.1666666666667,478.75,475.96153846153845,520.0,632.6086956521739,492.280701754386,492.280701754386,492.280701754386,0r,low
89,Bowmans Forest,230.0,,,,,,,,,,,0r,
90,Box Hill (Vic.),378.45987376014426,389.99915895710683,392.41358555460016,389.3774385072095,384.24159663865544,402.6088560885609,469.29519230769233,501.85744680851064,419.1117857142857,419.1117857142857,419.1117857142857,0r,high
91,Box Hill North,438.06711409395973,446.1458333333333,447.54302670623144,451.8581314878893,439.3728323699422,481.03823529411767,564.6598360655738,617.7898550724638,475.5514018691589,475.5514018691589,475.5514018691589,0r,high
92,Box Hill South,448.17283950617286,465.77777777777777,448.9779005524862,438.5511363636364,424.77777777777777,477.05913978494624,525.2822580645161,628.768115942029,464.4004796163069,464.4004796163069,464.4004796163069,0r,high
93,Branxholme,220.0,,,,,,,,,,,0r,
94,Braybrook,483.3333333333333,370.0,403.3333333333333,,398.3333333333333,431.6666666666667,460.0,595.0,426.25,426.25,426.25,0r,low
95,Breakwater,272.5,292.36842105263156,300.0,302.11538461538464,341.3333333333333,348.125,435.75,448.3333333333333,377.234375,377.234375,377.234375,0r,low
96,Breamlea,366.6666666666667,,,345.0,,425.0,,,425.0,425.0,425.0,0r,low
97,Briagolong,252.30769230769232,235.625,256.6666666666667,300.0,355.0,433.75,403.57142857142856,407.5,410.0,410.0,410.0,0r,low
98,Bridgewater On Loddon,240.0,,230.0,270.0,340.0,,,,340.0,340.0,340.0,0r,low
99,Bright (Vic.),256.8421052631579,308.25,315.2564102564103,323.3333333333333,356.25,370.0,424.0,405.38461538461536,382.5,382.5,382.5,0r,low
100,Brighton (Vic.),562.8768020969856,562.5726708074534,580.0955631399318,569.083475298126,572.5614973262032,586.8372093023256,620.1237113402062,625.446875,590.9204204204204,590.9204204204204,590.9204204204204,0r,high
101,Brighton East,577.6450216450216,564.4605809128631,603.5688888888889,583.4878048780488,601.4670050761422,612.9477911646586,635.5021834061135,664.9389312977099,622.3616600790514,622.3616600790514,622.3616600790514,0r,high
102,Broadmeadows (Vic.),390.0,350.0,,360.0,310.0,,,,310.0,310.0,310.0,0r,low
103,Brookfield (Vic.),230.0,,250.0,,,,,,,,,0r,
104,Brooklyn (Vic.),365.8333333333333,326.6666666666667,230.0,405.8333333333333,401.25,470.0,562.5,595.0,461.0,461.0,461.0,0r,low
105,Brown Hill (Vic.),278.0379746835443,287.1111111111111,318.20512820512823,309.61538461538464,341.07142857142856,378.4931506849315,400.56666666666666,436.9166666666667,369.1027397260274,369.1027397260274,369.1027397260274,0r,high
106,Brunswick (Vic.),381.94444444444446,324.7368421052632,422.85714285714283,389.375,368.29787234042556,421.37254901960785,479.81481481481484,455.45454545454544,415.88235294117646,415.88235294117646,415.88235294117646,0r,high
107,Brunswick East,377.0,630.0,513.3333333333334,455.625,481.6666666666667,478.8095238095238,575.0,502.5,501.2857142857143,501.2857142857143,501.2857142857143,0r,low
108,Brunswick West,371.55080831408776,375.0035842293907,389.4050955414013,390.56583242655057,360.7379873073436,382.3015873015873,458.9718875502008,465.88358778625957,395.698399326032,395.698399326032,395.698399326032,0r,high
109,Bruthen,291.25,290.0,300.0,290.0,,,450.0,390.0,450.0,450.0,450.0,0r,low
110,Buffalo River,205.0,,,200.0,,,,,,,,0r,
111,Bulleen,444.82456140350877,451.13380281690144,458.0794701986755,472.4193548387097,451.4516129032258,513.0591397849462,576.3924050632911,605.7881355932203,513.7229916897506,513.7229916897506,513.7229916897506,0r,high
112,Bullengarook,500.0,,,,,,,,,,,0r,
113,Bunbartha,275.0,,480.0,,,,,,,,,0r,
114,Bundalong,430.0,400.0,,,,,480.0,523.3333333333334,490.0,490.0,490.0,0r,low
115,Bundoora (Vic.),359.864064602961,375.80392156862746,379.32275132275134,378.87418300653593,381.7995337995338,392.454845814978,440.2688927943761,494.76653696498056,401.1831775700935,401.1831775700935,401.1831775700935,0r,high
116,Buninyong,294.03225806451616,275.88235294117646,296.0,353.57142857142856,351.9047619047619,352.3809523809524,403.65384615384613,481.6666666666667,375.7627118644068,375.7627118644068,375.7627118644068,0r,low
117,Bunyip,300.0,,,445.0,480.0,515.8,544.0,600.0,523.5454545454545,523.5454545454545,523.5454545454545,0r,low
118,Burnside (Vic.),345.38461538461536,365.5,413.5,394.1666666666667,404.1666666666667,486.875,451.0,515.1176470588235,450.6,450.6,450.6,0r,low
119,Burnside Heights,423.27777777777777,410.0,442.36842105263156,431.0,417.77777777777777,450.3703703703704,467.5128205128205,541.3157894736842,448.6161616161616,448.6161616161616,448.6161616161616,0r,high
120,Burwood (Vic.),373.0276008492569,388.9386617100372,390.61454545454546,393.9160839160839,403.84934086629,412.58578856152513,441.6710775047259,485.2671480144404,440.4507819687212,440.4507819687212,440.4507819687212,0r,high
121,Burwood East,427.32142857142856,448.9495798319328,440.3636363636364,452.70542635658916,434.54245283018867,476.78403755868544,563.1422764227642,612.2115384615385,489.98333333333335,489.98333333333335,489.98333333333335,0r,high
122,Bushfield,340.0,320.0,336.6666666666667,320.0,,330.0,390.0,500.0,360.0,360.0,360.0,0r,low
123,Byaduk North,250.0,,,,,,,,,,,0r,
124,Cabbage Tree Creek,220.0,210.0,,,,,,,,,,0r,
125,Caldermeade,350.0,,350.0,,,350.0,,,350.0,350.0,350.0,0r,low
126,California Gully,247.8409090909091,269.8958333333333,284.6666666666667,284.5,320.4166666666667,359.3243243243243,368.38709677419354,391.57894736842104,357.8205128205128,357.8205128205128,357.8205128205128,0r,low
127,Callignee,395.0,,,,,,,,,,,0r,
128,Camberwell (Vic.),474.50855365474337,494.959927140255,489.54611211573234,489.5686274509804,472.2719594594595,507.0818619582665,561.9795454545455,595.2105263157895,513.645788336933,513.645788336933,513.645788336933,0r,high
129,Campbellfield,303.40909090909093,292.7368421052632,343.0882352941176,350.84,314.5135135135135,344.72222222222223,412.4418604651163,412.8965517241379,360.0943396226415,360.0943396226415,360.0943396226415,0r,high
130,Campbelltown (Vic.),420.0,285.0,,,,,,,,,,0r,
131,Camperdown (Vic.),271.03846153846155,251.12244897959184,280.5,299.03225806451616,347.5,331.2068965517241,409.0625,390.7692307692308,365.86538461538464,365.86538461538464,365.86538461538464,0r,low
132,Canadian,265.22727272727275,271.6666666666667,280.0,306.6666666666667,,358.75,420.0,,385.0,385.0,385.0,0r,low
133,Cannons Creek,300.0,260.0,390.0,370.0,400.0,445.0,450.0,,440.0,440.0,440.0,0r,low
134,Canterbury (Vic.),576.25,783.3333333333334,448.0,446.6666666666667,500.0,525.0,575.0,450.0,528.125,528.125,528.125,0r,low
